Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
171162119680585_508326629539369,https://www.facebook.com/events/508326629539369/,"The College of Graduate Studies wants to help you start 2018 in the best way possible, so join us for our New Year, New You Extravaganza on Saturday, January 20.  This event is exclusively offered for graduate and undergraduate students from any campus enrolled at Tarleton for the Spring 2018 semester.  Tarleton December 2017 graduates are also welcome to attend.  Come for as much or as little of the event as your schedule allows…  Event activities will include:  Free on-site document shredding Free professional headshot photos by photographer Matthew Lahey Free GRE Strategy Session presented by The Princeton Review Free professional development workshops   This will be a wonderful opportunity to refresh and renew for the new year.  All students who attend the event will be entered into a drawing to win a guaranteed $500 scholarship for the Spring 2018 semester!  And students who attend the event and submit an admissions application to the College of Graduate Studies within a week of the event will have their $45.00-application fee waived.  Happy New Year!",Status,,,11/20/17 9:46 AM, ,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_1118886951574759,https://www.facebook.com/TarletonCOGS/posts/1118886951574759,"Check out the latest issue of the graduate newsletter, #TheCOGSConnection!",Link,,,11/20/17 9:40 AM, ,1739,1739,0,2233,2233,0,7,4,4,0,0,384,247,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_1115396065257181,https://www.facebook.com/TarletonCOGS/posts/1115396065257181,Happening now!,Photo,,,11/14/17 8:08 AM, ,260,260,0,452,452,0,3,0,0,1,1,448,256,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_1114943031969151,https://www.facebook.com/TarletonCOGS/posts/1114943031969151,The #GatewaytoGoals series continues this week! Join us to learn more about your program of interest.,Photo,,,11/13/17 2:53 PM, ,237,237,0,421,421,0,5,5,5,0,0,415,234,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1114941488635972,https://www.facebook.com/TarletonCOGS/posts/1114941488635972,Dr. Brandon Smith is a new faculty member with a strong research background in forage agronomy. Learn more about Dr. Smith in our most recent faculty research spotlight. Tarleton Research and Innovation Tarleton College of Agricultural and Environmental Sciences,Link,,,11/13/17 10:37 AM, ,1114,1114,0,2319,2319,0,160,95,153,1,1,844,473,0,0,25,0,0,0,0,0,0,0,0,0,0
171162119680585_1111181772345277,https://www.facebook.com/TarletonCOGS/posts/1111181772345277,Tarleton is offering several webinars this month so that you can learn more about your program of interest. Register for a webinar today!,Photo,,,11/10/17 8:47 AM, ,508,508,0,845,845,0,19,10,13,0,0,488,280,0,0,12,0,0,0,0,0,0,0,0,0,0
171162119680585_1111177705679017,https://www.facebook.com/TarletonCOGS/posts/1111177705679017,Want to learn more about graduate studies at Tarleton? Join us for our open house in Stephenville on November 15th. Attendees earn an application fee waiver. Learn more and register at the link > https://buff.ly/2zhhOAq,Photo,,,11/9/17 8:38 AM, ,386,386,0,650,650,0,11,6,8,0,0,562,322,0,0,10,0,0,0,0,0,0,0,0,0,0
171162119680585_1111173375679450,https://www.facebook.com/TarletonCOGS/posts/1111173375679450,Learn more about Tarleton's master's in Public Administration program in tonight's webinar! Register and learn more at the link below.,Link,,,11/8/17 10:26 AM, ,78,78,0,124,124,0,0,0,0,0,0,123,77,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_1111171632346291,https://www.facebook.com/TarletonCOGS/posts/1111171632346291,Learn more about Tarleton's Counseling program in today's webinar! Register at the link.,Link,,,11/8/17 6:21 AM, ,65,65,0,95,95,0,2,0,0,0,0,93,64,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_1111168609013260,https://www.facebook.com/TarletonCOGS/posts/1111168609013260,"Are you, or someone you know, thinking about starting graduate school at Tarleton? Attend the open house at Waco on Saturday, November 11th! Register and learn more at the link.",Link,,,11/7/17 8:16 AM, ,428,428,0,708,708,0,7,4,4,0,0,461,283,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_1111704675626320,https://www.facebook.com/TarletonCOGS/posts/1111704675626320,Explore graduate schools across Texas with the upcoming Virtual Grad Fair!,Photo,,,11/7/17 6:35 AM, ,422,422,0,1044,1044,0,14,6,7,0,0,934,359,0,0,10,0,0,0,0,0,0,0,0,0,0
171162119680585_1111166359013485,https://www.facebook.com/TarletonCOGS/posts/1111166359013485,Check out the latest issue of #TheCOGSConnection on our blog!,Link,,,11/6/17 7:59 AM, ,473,473,0,797,797,0,16,9,10,0,0,612,350,0,0,11,0,0,0,0,0,0,0,0,0,0
171162119680585_1109552629174858,https://www.facebook.com/TarletonCOGS/videos/1109552629174858/,Closing Ceremony #TAMUSPathways,Video,,,11/3/17 11:04 AM, ,600,600,0,1023,1023,0,56,40,63,1,1,735,440,0,0,25,2,2,0,0,262,300,0,0,41517,2847822
171162119680585_1109513069178814,https://www.facebook.com/TarletonCOGS/posts/1109513069178814,The #TAMUSPathways Closing Ceremony will be live-streamed here! The event begins at 1 p.m.,Status,,,11/3/17 9:27 AM, ,159,159,0,265,265,0,4,2,6,0,0,261,156,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1103714759758645,https://www.facebook.com/TarletonCOGS/posts/1103714759758645,Registration opens on October 30th! Plan your spring schedule by viewing available courses at the link below.,Link,,,10/27/17 7:05 AM, ,235,235,0,378,378,0,8,4,4,0,0,347,214,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_1103712193092235,https://www.facebook.com/TarletonCOGS/posts/1103712193092235,"From the convenience of your laptop, tablet or smartphone, learn more about what the College of Graduate Studies has to offer. Join one of our upcoming webinars!",Photo,,,10/26/17 7:00 AM, ,192,192,0,335,335,0,4,2,7,0,0,322,186,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1103706006426187,https://www.facebook.com/TarletonCOGS/posts/1103706006426187,Congratulations to Tarleton's Clinical Mental Health Counseling program! Tarleton State University - Department of Counseling,Link,,,10/25/17 7:52 AM, ,314,314,0,535,535,0,24,18,25,0,0,508,295,0,0,22,0,0,0,0,0,0,0,0,0,0
171162119680585_1103705029759618,https://www.facebook.com/TarletonCOGS/posts/1103705029759618,Have you read the latest graduate student news? Check out #TheCOGSConnection!,Link,,,10/24/17 7:50 AM, ,393,393,0,650,650,0,18,11,12,0,0,577,341,0,0,17,0,0,0,0,0,0,0,0,0,0
171162119680585_1103702339759887,https://www.facebook.com/TarletonCOGS/posts/1103702339759887,Learn about affording your graduate education at our upcoming Financial Awareness Workshop at Waco. Learn more and register: https://buff.ly/2l80UhC,Photo,,,10/23/17 8:36 AM, ,239,239,0,421,421,0,4,3,3,0,0,410,233,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1101488563314598,https://www.facebook.com/TarletonCOGS/posts/1101488563314598,Learn more about opportunities to pay for graduate school at our upcoming Financial Awareness Workshop at Waco! More at the link and RSVP. http://www.tarleton.edu/calendar/#!event_id/36272/view/event,Photo,,,10/19/17 9:10 AM, ,406,406,0,806,806,0,14,12,13,0,0,624,298,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_1100045086792279,https://www.facebook.com/TarletonCOGS/posts/1100045086792279,Tarleton will be hosting the 14th Annual TAMUS Pathways Student Research Symposium on Nov. 2nd and 3rd. Learn more about Pathways! http://www.tarleton.edu/pathways/index.html #TAMUSPathways,Photo,,,10/18/17 8:57 AM, ,465,465,0,911,911,0,20,9,9,0,0,631,319,0,0,10,0,0,0,0,0,0,0,0,0,0
171162119680585_1100039926792795,https://www.facebook.com/TarletonCOGS/posts/1100039926792795,Will you be taking the GRE soon? Join Saturday's free GRE Strategy Session. RSVP at the link below.,Link,,,10/17/17 8:43 AM, ,139,139,0,244,244,0,0,0,0,0,0,235,134,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_1100033150126806,https://www.facebook.com/TarletonCOGS/posts/1100033150126806,Thinking about applying to Tarleton's EdD program? Join this afternoon's webinar!  Email ekpo@tarleton.edu for connection information. The webinar starts at 4:30.,Status,,,10/16/17 12:12 PM, ,168,168,0,248,248,0,0,0,0,0,0,248,168,0,0,0,0,0,0,0,0,0,0,0,0,0
