Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
171162119680585_843928282403962,https://www.facebook.com/TarletonCOGS/posts/843928282403962,Great tips for acing your next phone interview. http://buff.ly/2bzlTmZ #tarletongradschool,Link,,,9/1/16 5:45 PM, ,72,72,0,116,116,0,2,2,2,0,0,115,72,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_845127012284089,https://www.facebook.com/TarletonCOGS/posts/845127012284089,"Thanks to all who stopped by to say ""Howdy"" last night and grab a snowcone! Tarleton State University",Photo,,,9/1/16 8:14 AM, ,156,97,0,219,153,0,17,10,13,0,0,152,97,0,0,17,0,0,0,0,0,0,0,0,0,0
171162119680585_843923582404432,https://www.facebook.com/TarletonCOGS/posts/843923582404432,What if this was your last lecture?  What would you say to your students and colleagues? The Last Lecture with Dr. Jim Gentry.  September 15th.,Link,,,9/1/16 5:37 AM, ,250,128,0,410,202,0,10,6,6,0,0,216,138,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_843912289072228,https://www.facebook.com/TarletonCOGS/posts/843912289072228,Are you an alum of Tarleton COGS?  Join the Tarleton Alumni Association!,Link,,,8/31/16 5:09 PM, ,130,75,0,193,118,0,6,3,3,0,0,121,78,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_843898259073631,https://www.facebook.com/TarletonCOGS/posts/843898259073631:0,Looking to further your career as an educational leader? Learn about TSU Educational Leadership programs at one of the upcoming information sessions:  Waco - 9/21 Fort Worth - 9/28 Stephenville - 9/28,Photo,,,8/31/16 5:31 AM, ,455,397,0,906,812,0,6,5,8,0,0,457,197,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_843889242407866,https://www.facebook.com/TarletonCOGS/posts/843889242407866,"New GA position posted! Get career experience in HR w/a graduate assistantship in Employee Services, Training & Development. More http://buff.ly/2by0KfI",Link,,,8/30/16 5:02 PM, ,423,141,0,624,224,0,23,18,30,0,0,255,159,0,0,13,0,0,0,0,0,0,0,0,0,0
171162119680585_843865385743585,https://www.facebook.com/TarletonCOGS/posts/843865385743585,Looking for a research position? The College of Education is looking for a graduate assistant to work on a grant funded research project examining children’s early numeracy in the home. See more details and apply through Hire A Texan. Tarleton State University Tarleton State University - College of Education,Link,,,8/30/16 8:07 AM, ,346,94,0,478,156,0,20,13,18,1,1,165,100,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_840596239403833,https://www.facebook.com/TarletonCOGS/posts/840596239403833,"Welcome back, grad students!  Catch up with this week's graduate studies news by viewing The COGS Connection on our blog!",Link,,,8/29/16 5:36 PM, ,78,66,0,132,118,0,5,3,3,0,0,118,66,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_840595479403909,https://www.facebook.com/TarletonCOGS/posts/840595479403909:0,"The College of Education is looking for three 12-month GAs to begin this fall semester:    • GA 1 – need someone with a strong Communications background that can assist with all Social Media and other forms of communication • GA 2 – need someone with a strong Writing/Communications background to assist with CoE newsletters, magazines, etc.   This person will create ‘Feature Stories’. • GA 3 – need someone to assist with planning Special Events  Resumes can be submitted directly to Dr. Kayla Peak (peak@tarleton.edu).",Photo,,,8/29/16 5:33 AM, ,2389,445,0,3774,836,0,229,218,274,0,0,730,343,0,0,55,0,0,0,0,0,0,0,0,0,0
171162119680585_839401032856687,https://www.facebook.com/TarletonCOGS/posts/839401032856687,Are you falling for one of these?,Link,,,8/26/16 4:59 PM, ,138,104,0,250,183,0,12,9,9,0,0,185,104,0,0,9,0,0,0,0,0,0,0,0,0,0
171162119680585_839399959523461,https://www.facebook.com/TarletonCOGS/posts/839399959523461,Want international travel to be a part of your career?  Check out these global firms.,Link,,,8/26/16 7:13 AM, ,252,135,0,420,225,0,19,17,18,0,0,235,140,0,0,15,0,0,0,0,0,0,0,0,0,0
171162119680585_839385339524923,https://www.facebook.com/TarletonCOGS/posts/839385339524923,Bookmark this quick resource page as you begin the fall semester! http://buff.ly/2bJ5OJJ,Link,,,8/25/16 3:34 PM, ,164,83,0,270,137,0,4,2,2,0,0,147,88,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_839373282859462,https://www.facebook.com/TarletonCOGS/posts/839373282859462,Getting started with Blackboard.  Tips and how-to guide.   #tarletongradschool,Link,,,8/25/16 6:07 AM, ,196,77,0,346,134,0,10,6,6,0,0,154,83,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_839377432859047,https://www.facebook.com/TarletonCOGS/posts/839377432859047,Make the OWL your best friend!  Writing resources for students.,Link,,,8/24/16 5:13 PM, ,166,127,0,260,212,0,11,8,8,0,0,214,128,0,0,11,0,0,0,0,0,0,0,0,0,0
171162119680585_840573812739409,https://www.facebook.com/TarletonCOGS/posts/840573812739409,"In our latest blog post, meet Jodie Dearing, advisor to Tarleton's COBA graduate students. COBA at Tarleton State University; Jodie Dearing",Link,,,8/24/16 1:25 PM, ,1164,354,0,1725,637,0,81,59,78,1,1,666,373,0,0,55,0,0,0,0,0,0,0,0,0,0
171162119680585_839370456193078,https://www.facebook.com/TarletonCOGS/posts/839370456193078,Need to look up your student ID?  Use this handy tool.,Link,,,8/24/16 5:59 AM, ,78,63,0,141,116,0,3,2,2,0,0,116,63,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_839369556193168,https://www.facebook.com/TarletonCOGS/posts/839369556193168,Catch up with the most recent issue of The COGS Connection via our blog.,Link,,,8/23/16 5:56 PM, ,72,58,0,114,88,0,6,5,5,0,0,88,58,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_840059619457495,https://www.facebook.com/TarletonCOGS/posts/840059619457495,"We've got new contact information!  For general information, email gradinfo@tarleton.edu, and if you need to submit application documents or forms, use grad-docs@tarleton.edu.",Status,,,8/23/16 2:32 PM, ,62,62,0,82,82,0,0,0,0,0,0,82,62,0,0,0,0,0,0,0,0,0,0,0,0,0
